city,mean_price,std_price,cv
LA,150.25835475578407,152.1794941679811,1.0127855746545307
DC,150.16168224299065,126.60432765171247,0.843120067387379
NYC,138.95228575236573,114.3059492288079,0.8226273400965756
Chicago,127.39427860696519,101.5605262405798,0.7972141869409437
SF,205.57364864864866,158.19855971213772,0.7695468789510034
Boston,157.66471277842908,113.94328807149202,0.7226936583560072
